

Microchip MPLAB XC8 Assembler V2.32 build 20210201212658 
                                                                                               Wed Jun 23 14:38:42 2021

Microchip MPLAB XC8 C Compiler v2.32 (Free license) build 20210201212658 Og1 
     1                           	processor	16F877A
     2                           	pagewidth 120
     3                           	opt	flic
     4                           	psect	cinit,global,class=CODE,merge=1,delta=2
     5                           	psect	cstackCOMMON,global,class=COMMON,space=1,delta=1,noexec
     6                           	psect	cstackBANK0,global,class=BANK0,space=1,delta=1,noexec
     7                           	psect	maintext,global,class=CODE,split=1,delta=2
     8                           	psect	text1,local,class=CODE,merge=1,delta=2,group=1
     9                           	psect	text2,local,class=CODE,merge=1,delta=2,group=1
    10                           	psect	text3,local,class=CODE,merge=1,delta=2,group=1
    11                           	psect	text4,local,class=CODE,merge=1,delta=2,group=1
    12                           	psect	text5,local,class=CODE,merge=1,delta=2
    13                           	psect	text6,local,class=CODE,merge=1,delta=2,group=1
    14                           	psect	text7,local,class=CODE,merge=1,delta=2
    15                           	psect	config,global,abs,ovrld,class=CONFIG,space=4,delta=2,noexec
    16                           	dabs	1,0x7E,2
    17  0000                     
    18                           ; Version 2.20
   742  0508  0820               	movf	___flmul@b,w
   743  0509  00F9               	movwf	??___flmul
   744  050A  0879               	movf	??___flmul,w
   745  050B  00F0               	movwf	__Umul8_16@multiplicand
   746  050C  0826               	movf	___flmul@a+2,w
   747  050D  120A  118A  2056  120A  118A  	fcall	__Umul8_16
   748  0512  0871               	movf	?__Umul8_16+1,w
   749  0513  1283               	bcf	3,5	;RP0=0, select bank0
   750  0514  1303               	bcf	3,6	;RP1=0, select bank0
   751  0515  00B4               	movwf	___flmul@temp+1
   752  0516  0870               	movf	?__Umul8_16,w
   753  0517  00B3               	movwf	___flmul@temp
   754  0518                     l1326:
   755  0518  0833               	movf	___flmul@temp,w
   756  0519  00F9               	movwf	??___flmul
   757  051A  01FA               	clrf	??___flmul+1
   758  051B  01FB               	clrf	??___flmul+2
   759  051C  01FC               	clrf	??___flmul+3
   760  051D  087C               	movf	??___flmul+3,w
   761  051E  00AC               	movwf	___flmul@grs+3
   762  051F  087B               	movf	??___flmul+2,w
   763  0520  00AB               	movwf	___flmul@grs+2
   764  0521  087A               	movf	??___flmul+1,w
   765  0522  00AA               	movwf	___flmul@grs+1
   766  0523  0879               	movf	??___flmul,w
   767  0524  00A9               	movwf	___flmul@grs
   768  0525                     l1328:
   769  0525  0834               	movf	___flmul@temp+1,w
   770  0526  00F9               	movwf	??___flmul
   771  0527  01FA               	clrf	??___flmul+1
   772  0528  01FB               	clrf	??___flmul+2
   773  0529  01FC               	clrf	??___flmul+3
   774  052A  087C               	movf	??___flmul+3,w
   775  052B  00B2               	movwf	___flmul@prod+3
   776  052C  087B               	movf	??___flmul+2,w
   777  052D  00B1               	movwf	___flmul@prod+2
   778  052E  087A               	movf	??___flmul+1,w
   779  052F  00B0               	movwf	___flmul@prod+1
   780  0530  0879               	movf	??___flmul,w
   781  0531  00AF               	movwf	___flmul@prod
   782  0532  0821               	movf	___flmul@b+1,w
   783  0533  00F9               	movwf	??___flmul
   784  0534  0879               	movf	??___flmul,w
   785  0535  00F0               	movwf	__Umul8_16@multiplicand
   786  0536  0825               	movf	___flmul@a+1,w
   787  0537  120A  118A  2056  120A  118A  	fcall	__Umul8_16
   788  053C  0871               	movf	?__Umul8_16+1,w
   789  053D  1283               	bcf	3,5	;RP0=0, select bank0
   790  053E  1303               	bcf	3,6	;RP1=0, select bank0
   791  053F  00B4               	movwf	___flmul@temp+1
   792  0540  0870               	movf	?__Umul8_16,w
   793  0541  00B3               	movwf	___flmul@temp
   794  0542                     l1330:
   795  0542  0833               	movf	___flmul@temp,w
   796  0543  00F9               	movwf	??___flmul
   797  0544  01FA               	clrf	??___flmul+1
   798  0545  01FB               	clrf	??___flmul+2
   799  0546  01FC               	clrf	??___flmul+3
   800  0547  0879               	movf	??___flmul,w
   801  0548  07A9               	addwf	___flmul@grs,f
   802  0549  087A               	movf	??___flmul+1,w
   803  054A  1103               	clrz
   804  054B  1803               	skipnc
   805  054C  3E01               	addlw	1
   806  054D  1903               	skipnz
   807  054E  2D50               	goto	u1591
   808  054F  07AA               	addwf	___flmul@grs+1,f
   809  0550                     u1591:
   810  0550  087B               	movf	??___flmul+2,w
   811  0551  1103               	clrz
   812  0552  1803               	skipnc
   813  0553  3E01               	addlw	1
   814  0554  1903               	skipnz
   815  0555  2D57               	goto	u1592
   816  0556  07AB               	addwf	___flmul@grs+2,f
   817  0557                     u1592:
   818  0557  087C               	movf	??___flmul+3,w
   819  0558  1103               	clrz
   820  0559  1803               	skipnc
   821  055A  3E01               	addlw	1
   822  055B  1903               	skipnz
   823  055C  2D5E               	goto	u1593
   824  055D  07AC               	addwf	___flmul@grs+3,f
   825  055E                     u1593:
   826  055E                     l1332:
   827  055E  0834               	movf	___flmul@temp+1,w
   828  055F  00F9               	movwf	??___flmul
   829  0560  01FA               	clrf	??___flmul+1
   830  0561  01FB               	clrf	??___flmul+2
   831  0562  01FC               	clrf	??___flmul+3
   832  0563  0879               	movf	??___flmul,w
   833  0564  07AF               	addwf	___flmul@prod,f
   834  0565  087A               	movf	??___flmul+1,w
   835  0566  1103               	clrz
   836  0567  1803               	skipnc
   837  0568  3E01               	addlw	1
   838  0569  1903               	skipnz
   839  056A  2D6C               	goto	u1601
   840  056B  07B0               	addwf	___flmul@prod+1,f
   841  056C                     u1601:
   842  056C  087B               	movf	??___flmul+2,w
   843  056D  1103               	clrz
   844  056E  1803               	skipnc
   845  056F  3E01               	addlw	1
   846  0570  1903               	skipnz
   847  0571  2D73               	goto	u1602
   848  0572  07B1               	addwf	___flmul@prod+2,f
   849  0573                     u1602:
   850  0573  087C               	movf	??___flmul+3,w
   851  0574  1103               	clrz
   852  0575  1803               	skipnc
   853  0576  3E01               	addlw	1
   854  0577  1903               	skipnz
   855  0578  2D7A               	goto	u1603
   856  0579  07B2               	addwf	___flmul@prod+3,f
   857  057A                     u1603:
   858  057A  0822               	movf	___flmul@b+2,w
   859  057B  00F9               	movwf	??___flmul
   860  057C  0879               	movf	??___flmul,w
   861  057D  00F0               	movwf	__Umul8_16@multiplicand
   862  057E  0824               	movf	___flmul@a,w
   863  057F  120A  118A  2056  120A  118A  	fcall	__Umul8_16
   864  0584  0871               	movf	?__Umul8_16+1,w
   865  0585  1283               	bcf	3,5	;RP0=0, select bank0
   866  0586  1303               	bcf	3,6	;RP1=0, select bank0
   867  0587  00B4               	movwf	___flmul@temp+1
   868  0588  0870               	movf	?__Umul8_16,w
   869  0589  00B3               	movwf	___flmul@temp
   870  058A                     l1334:
   871  058A  0833               	movf	___flmul@temp,w
   872  058B  00F9               	movwf	??___flmul
   873  058C  01FA               	clrf	??___flmul+1
   874  058D  01FB               	clrf	??___flmul+2
   875  058E  01FC               	clrf	??___flmul+3
   876  058F  0879               	movf	??___flmul,w
   877  0590  07A9               	addwf	___flmul@grs,f
   878  0591  087A               	movf	??___flmul+1,w
   879  0592  1103               	clrz
   880  0593  1803               	skipnc
   881  0594  3E01               	addlw	1
   882  0595  1903               	skipnz
   883  0596  2D98               	goto	u1611
   884  0597  07AA               	addwf	___flmul@grs+1,f
   885  0598                     u1611:
   886  0598  087B               	movf	??___flmul+2,w
   887  0599  1103               	clrz
   888  059A  1803               	skipnc
   889  059B  3E01               	addlw	1
   890  059C  1903               	skipnz
   891  059D  2D9F               	goto	u1612
   892  059E  07AB               	addwf	___flmul@grs+2,f
   893  059F                     u1612:
   894  059F  087C               	movf	??___flmul+3,w
   895  05A0  1103               	clrz
   896  05A1  1803               	skipnc
   897  05A2  3E01               	addlw	1
   898  05A3  1903               	skipnz
   899  05A4  2DA6               	goto	u1613
   900  05A5  07AC               	addwf	___flmul@grs+3,f
   901  05A6                     u1613:
   902  05A6                     l1336:
   903  05A6  0834               	movf	___flmul@temp+1,w
   904  05A7  00F9               	movwf	??___flmul
   905  05A8  01FA               	clrf	??___flmul+1
   906  05A9  01FB               	clrf	??___flmul+2
   907  05AA  01FC               	clrf	??___flmul+3
   908  05AB  0879               	movf	??___flmul,w
   909  05AC  07AF               	addwf	___flmul@prod,f
   910  05AD  087A               	movf	??___flmul+1,w
   911  05AE  1103               	clrz
   912  05AF  1803               	skipnc
   913  05B0  3E01               	addlw	1
   914  05B1  1903               	skipnz
   915  05B2  2DB4               	goto	u1621
   916  05B3  07B0               	addwf	___flmul@prod+1,f
   917  05B4                     u1621:
   918  05B4  087B               	movf	??___flmul+2,w
   919  05B5  1103               	clrz
   920  05B6  1803               	skipnc
   921  05B7  3E01               	addlw	1
   922  05B8  1903               	skipnz
   923  05B9  2DBB               	goto	u1622
   924  05BA  07B1               	addwf	___flmul@prod+2,f
   925  05BB                     u1622:
   926  05BB  087C               	movf	??___flmul+3,w
   927  05BC  1103               	clrz
   928  05BD  1803               	skipnc
   929  05BE  3E01               	addlw	1
   930  05BF  1903               	skipnz
   931  05C0  2DC2               	goto	u1623
   932  05C1  07B2               	addwf	___flmul@prod+3,f
   933  05C2                     u1623:
   934  05C2                     l1338:
   935  05C2  3008               	movlw	8
   936  05C3  00F9               	movwf	??___flmul
   937  05C4                     u1635:
   938  05C4  1003               	clrc
   939  05C5  0DA9               	rlf	___flmul@grs,f
   940  05C6  0DAA               	rlf	___flmul@grs+1,f
   941  05C7  0DAB               	rlf	___flmul@grs+2,f
   942  05C8  0DAC               	rlf	___flmul@grs+3,f
   943  05C9  0BF9               	decfsz	??___flmul,f
   944  05CA  2DC4               	goto	u1635
   945  05CB                     l1340:
   946  05CB  0821               	movf	___flmul@b+1,w
   947  05CC  00F9               	movwf	??___flmul
   948  05CD  0879               	movf	??___flmul,w
   949  05CE  00F0               	movwf	__Umul8_16@multiplicand
   950  05CF  0824               	movf	___flmul@a,w
   951  05D0  120A  118A  2056  120A  118A  	fcall	__Umul8_16
   952  05D5  0871               	movf	?__Umul8_16+1,w
   953  05D6  1283               	bcf	3,5	;RP0=0, select bank0
   954  05D7  1303               	bcf	3,6	;RP1=0, select bank0
   955  05D8  00B4               	movwf	___flmul@temp+1
   956  05D9  0870               	movf	?__Umul8_16,w
   957  05DA  00B3               	movwf	___flmul@temp
   958  05DB                     l1342:
   959  05DB  0833               	movf	___flmul@temp,w
   960  05DC  00F9               	movwf	??___flmul
   961  05DD  0834               	movf	___flmul@temp+1,w
   962  05DE  00FA               	movwf	??___flmul+1
   963  05DF  01FB               	clrf	??___flmul+2
   964  05E0  01FC               	clrf	??___flmul+3
   965  05E1  0879               	movf	??___flmul,w
   966  05E2  07A9               	addwf	___flmul@grs,f
   967  05E3  087A               	movf	??___flmul+1,w
   968  05E4  1103               	clrz
   969  05E5  1803               	skipnc
   970  05E6  3E01               	addlw	1
   971  05E7  1903               	skipnz
   972  05E8  2DEA               	goto	u1641
   973  05E9  07AA               	addwf	___flmul@grs+1,f
   974  05EA                     u1641:
   975  05EA  087B               	movf	??___flmul+2,w
   976  05EB  1103               	clrz
   977  05EC  1803               	skipnc
   978  05ED  3E01               	addlw	1
   979  05EE  1903               	skipnz
   980  05EF  2DF1               	goto	u1642
   981  05F0  07AB               	addwf	___flmul@grs+2,f
   982  05F1                     u1642:
   983  05F1  087C               	movf	??___flmul+3,w
   984  05F2  1103               	clrz
   985  05F3  1803               	skipnc
   986  05F4  3E01               	addlw	1
   987  05F5  1903               	skipnz
   988  05F6  2DF8               	goto	u1643
   989  05F7  07AC               	addwf	___flmul@grs+3,f
   990  05F8                     u1643:
   991  05F8                     l1344:
   992  05F8  0820               	movf	___flmul@b,w
   993  05F9  00F9               	movwf	??___flmul
   994  05FA  0879               	movf	??___flmul,w
   995  05FB  00F0               	movwf	__Umul8_16@multiplicand
   996  05FC  0825               	movf	___flmul@a+1,w
   997  05FD  120A  118A  2056  120A  118A  	fcall	__Umul8_16
   998  0602  0871               	movf	?__Umul8_16+1,w
   999  0603  1283               	bcf	3,5	;RP0=0, select bank0
  1000  0604  1303               	bcf	3,6	;RP1=0, select bank0
  1001  0605  00B4               	movwf	___flmul@temp+1
  1002  0606  0870               	movf	?__Umul8_16,w
  1003  0607  00B3               	movwf	___flmul@temp
  1004  0608                     l1346:
  1005  0608  0833               	movf	___flmul@temp,w
  1006  0609  00F9               	movwf	??___flmul
  1007  060A  0834               	movf	___flmul@temp+1,w
  1008  060B  00FA               	movwf	??___flmul+1
  1009  060C  01FB               	clrf	??___flmul+2
  1010  060D  01FC               	clrf	??___flmul+3
  1011  060E  0879               	movf	??___flmul,w
  1012  060F  07A9               	addwf	___flmul@grs,f
  1013  0610  087A               	movf	??___flmul+1,w
  1014  0611  1103               	clrz
  1015  0612  1803               	skipnc
  1016  0613  3E01               	addlw	1
  1017  0614  1903               	skipnz
  1018  0615  2E17               	goto	u1651
  1019  0616  07AA               	addwf	___flmul@grs+1,f
  1020  0617                     u1651:
  1021  0617  087B               	movf	??___flmul+2,w
  1022  0618  1103               	clrz
  1023  0619  1803               	skipnc
  1024  061A  3E01               	addlw	1
  1025  061B  1903               	skipnz
  1026  061C  2E1E               	goto	u1652
  1027  061D  07AB               	addwf	___flmul@grs+2,f
  1028  061E                     u1652:
  1029  061E  087C               	movf	??___flmul+3,w
  1030  061F  1103               	clrz
  1031  0620  1803               	skipnc
  1032  0621  3E01               	addlw	1
  1033  0622  1903               	skipnz
  1034  0623  2E25               	goto	u1653
  1035  0624  07AC               	addwf	___flmul@grs+3,f
  1036  0625                     u1653:
  1037  0625                     l1348:
  1038  0625  3008               	movlw	8
  1039  0626  00F9               	movwf	??___flmul
  1040  0627                     u1665:
  1041  0627  1003               	clrc
  1042  0628  0DA9               	rlf	___flmul@grs,f
  1043  0629  0DAA               	rlf	___flmul@grs+1,f
  1044  062A  0DAB               	rlf	___flmul@grs+2,f
  1045  062B  0DAC               	rlf	___flmul@grs+3,f
  1046  062C  0BF9               	decfsz	??___flmul,f
  1047  062D  2E27               	goto	u1665
  1048  062E  0820               	movf	___flmul@b,w
  1049  062F  00F9               	movwf	??___flmul
  1050  0630  0879               	movf	??___flmul,w
  1051  0631  00F0               	movwf	__Umul8_16@multiplicand
  1052  0632  0824               	movf	___flmul@a,w
  1053  0633  120A  118A  2056  120A  118A  	fcall	__Umul8_16
  1054  0638  0871               	movf	?__Umul8_16+1,w
  1055  0639  1283               	bcf	3,5	;RP0=0, select bank0
  1056  063A  1303               	bcf	3,6	;RP1=0, select bank0
  1057  063B  00B4               	movwf	___flmul@temp+1
  1058  063C  0870               	movf	?__Umul8_16,w
  1059  063D  00B3               	movwf	___flmul@temp
  1060  063E                     l1350:
  1061  063E  0833               	movf	___flmul@temp,w
  1062  063F  00F9               	movwf	??___flmul
  1063  0640  0834               	movf	___flmul@temp+1,w
  1064  0641  00FA               	movwf	??___flmul+1
  1065  0642  01FB               	clrf	??___flmul+2
  1066  0643  01FC               	clrf	??___flmul+3
  1067  0644  0879               	movf	??___flmul,w
  1068  0645  07A9               	addwf	___flmul@grs,f
  1069  0646  087A               	movf	??___flmul+1,w
  1070  0647  1103               	clrz
  1071  0648  1803               	skipnc
  1072  0649  3E01               	addlw	1
  1073  064A  1903               	skipnz
  1074  064B  2E4D               	goto	u1671
  1075  064C  07AA               	addwf	___flmul@grs+1,f
  1076  064D                     u1671:
  1077  064D  087B               	movf	??___flmul+2,w
  1078  064E  1103               	clrz
  1079  064F  1803               	skipnc
  1080  0650  3E01               	addlw	1
  1081  0651  1903               	skipnz
  1082  0652  2E54               	goto	u1672
  1083  0653  07AB               	addwf	___flmul@grs+2,f
  1084  0654                     u1672:
  1085  0654  087C               	movf	??___flmul+3,w
  1086  0655  1103               	clrz
  1087  0656  1803               	skipnc
  1088  0657  3E01               	addlw	1
  1089  0658  1903               	skipnz
  1090  0659  2E5B               	goto	u1673
  1091  065A  07AC               	addwf	___flmul@grs+3,f
  1092  065B                     u1673:
  1093  065B                     l1352:
  1094  065B  0821               	movf	___flmul@b+1,w
  1095  065C  00F9               	movwf	??___flmul
  1096  065D  0879               	movf	??___flmul,w
  1097  065E  00F0               	movwf	__Umul8_16@multiplicand
  1098  065F  0826               	movf	___flmul@a+2,w
  1099  0660  120A  118A  2056  120A  118A  	fcall	__Umul8_16
  1100  0665  0871               	movf	?__Umul8_16+1,w
  1101  0666  1283               	bcf	3,5	;RP0=0, select bank0
  1102  0667  1303               	bcf	3,6	;RP1=0, select bank0
  1103  0668  00B4               	movwf	___flmul@temp+1
  1104  0669  0870               	movf	?__Umul8_16,w
  1105  066A  00B3               	movwf	___flmul@temp
  1106  066B  0833               	movf	___flmul@temp,w
  1107  066C  00F9               	movwf	??___flmul
  1108  066D  0834               	movf	___flmul@temp+1,w
  1109  066E  00FA               	movwf	??___flmul+1
  1110  066F  01FB               	clrf	??___flmul+2
  1111  0670  01FC               	clrf	??___flmul+3
  1112  0671  0879               	movf	??___flmul,w
  1113  0672  07AF               	addwf	___flmul@prod,f
  1114  0673  087A               	movf	??___flmul+1,w
  1115  0674  1103               	clrz
  1116  0675  1803               	skipnc
  1117  0676  3E01               	addlw	1
  1118  0677  1903               	skipnz
  1119  0678  2E7A               	goto	u1681
  1120  0679  07B0               	addwf	___flmul@prod+1,f
  1121  067A                     u1681:
  1122  067A  087B               	movf	??___flmul+2,w
  1123  067B  1103               	clrz
  1124  067C  1803               	skipnc
  1125  067D  3E01               	addlw	1
  1126  067E  1903               	skipnz
  1127  067F  2E81               	goto	u1682
  1128  0680  07B1               	addwf	___flmul@prod+2,f
  1129  0681                     u1682:
  1130  0681  087C               	movf	??___flmul+3,w
  1131  0682  1103               	clrz
  1132  0683  1803               	skipnc
  1133  0684  3E01               	addlw	1
  1134  0685  1903               	skipnz
  1135  0686  2E88               	goto	u1683
  1136  0687  07B2               	addwf	___flmul@prod+3,f
  1137  0688                     u1683:
  1138  0688                     l1354:
  1139  0688  0822               	movf	___flmul@b+2,w
  1140  0689  00F9               	movwf	??___flmul
  1141  068A  0879               	movf	??___flmul,w
  1142  068B  00F0               	movwf	__Umul8_16@multiplicand
  1143  068C  0825               	movf	___flmul@a+1,w
  1144  068D  120A  118A  2056  120A  118A  	fcall	__Umul8_16
  1145  0692  0871               	movf	?__Umul8_16+1,w
  1146  0693  1283               	bcf	3,5	;RP0=0, select bank0
  1147  0694  1303               	bcf	3,6	;RP1=0, select bank0
  1148  0695  00B4               	movwf	___flmul@temp+1
  1149  0696  0870               	movf	?__Umul8_16,w
  1150  0697  00B3               	movwf	___flmul@temp
  1151  0698                     l1356:
  1152  0698  0833               	movf	___flmul@temp,w
  1153  0699  00F9               	movwf	??___flmul
  1154  069A  0834               	movf	___flmul@temp+1,w
  1155  069B  00FA               	movwf	??___flmul+1
  1156  069C  01FB               	clrf	??___flmul+2
  1157  069D  01FC               	clrf	??___flmul+3
  1158  069E  0879               	movf	??___flmul,w
  1159  069F  07AF               	addwf	___flmul@prod,f
  1160  06A0  087A               	movf	??___flmul+1,w
  1161  06A1  1103               	clrz
  1162  06A2  1803               	skipnc
  1163  06A3  3E01               	addlw	1
  1164  06A4  1903               	skipnz
  1165  06A5  2EA7               	goto	u1691
  1166  06A6  07B0               	addwf	___flmul@prod+1,f
  1167  06A7                     u1691:
  1168  06A7  087B               	movf	??___flmul+2,w
  1169  06A8  1103               	clrz
  1170  06A9  1803               	skipnc
  1171  06AA  3E01               	addlw	1
  1172  06AB  1903               	skipnz
  1173  06AC  2EAE               	goto	u1692
  1174  06AD  07B1               	addwf	___flmul@prod+2,f
  1175  06AE                     u1692:
  1176  06AE  087C               	movf	??___flmul+3,w
  1177  06AF  1103               	clrz
  1178  06B0  1803               	skipnc
  1179  06B1  3E01               	addlw	1
  1180  06B2  1903               	skipnz
  1181  06B3  2EB5               	goto	u1693
  1182  06B4  07B2               	addwf	___flmul@prod+3,f
  1183  06B5                     u1693:
  1184  06B5  0822               	movf	___flmul@b+2,w
  1185  06B6  00F9               	movwf	??___flmul
  1186  06B7  0879               	movf	??___flmul,w
  1187  06B8  00F0               	movwf	__Umul8_16@multiplicand
  1188  06B9  0826               	movf	___flmul@a+2,w
  1189  06BA  120A  118A  2056  120A  118A  	fcall	__Umul8_16
  1190  06BF  0871               	movf	?__Umul8_16+1,w
  1191  06C0  1283               	bcf	3,5	;RP0=0, select bank0
  1192  06C1  1303               	bcf	3,6	;RP1=0, select bank0
  1193  06C2  00B4               	movwf	___flmul@temp+1
  1194  06C3  0870               	movf	?__Umul8_16,w
  1195  06C4  00B3               	movwf	___flmul@temp
  1196  06C5                     l1358:
  1197  06C5  0833               	movf	___flmul@temp,w
  1198  06C6  00F9               	movwf	??___flmul
  1199  06C7  0834               	movf	___flmul@temp+1,w
  1200  06C8  00FA               	movwf	??___flmul+1
  1201  06C9  01FB               	clrf	??___flmul+2
  1202  06CA  01FC               	clrf	??___flmul+3
  1203  06CB  3008               	movlw	8
  1204  06CC                     u1705:
  1205  06CC  1003               	clrc
  1206  06CD  0DF9               	rlf	??___flmul,f
  1207  06CE  0DFA               	rlf	??___flmul+1,f
  1208  06CF  0DFB               	rlf	??___flmul+2,f
  1209  06D0  0DFC               	rlf	??___flmul+3,f
  1210  06D1                     u1700:
  1211  06D1  3EFF               	addlw	-1
  1212  06D2  1D03               	skipz
  1213  06D3  2ECC               	goto	u1705
  1214  06D4  0879               	movf	??___flmul,w
  1215  06D5  07AF               	addwf	___flmul@prod,f
  1216  06D6  087A               	movf	??___flmul+1,w
  1217  06D7  1103               	clrz
  1218  06D8  1803               	skipnc
  1219  06D9  3E01               	addlw	1
  1220  06DA  1903               	skipnz
  1221  06DB  2EDD               	goto	u1711
  1222  06DC  07B0               	addwf	___flmul@prod+1,f
  1223  06DD                     u1711:
  1224  06DD  087B               	movf	??___flmul+2,w
  1225  06DE  1103               	clrz
  1226  06DF  1803               	skipnc
  1227  06E0  3E01               	addlw	1
  1228  06E1  1903               	skipnz
  1229  06E2  2EE4               	goto	u1712
  1230  06E3  07B1               	addwf	___flmul@prod+2,f
  1231  06E4                     u1712:
  1232  06E4  087C               	movf	??___flmul+3,w
  1233  06E5  1103               	clrz
  1234  06E6  1803               	skipnc
  1235  06E7  3E01               	addlw	1
  1236  06E8  1903               	skipnz
  1237  06E9  2EEB               	goto	u1713
  1238  06EA  07B2               	addwf	___flmul@prod+3,f
  1239  06EB                     u1713:
  1240  06EB                     l1360:
  1241  06EB  0829               	movf	___flmul@grs,w
  1242  06EC  00F9               	movwf	??___flmul
  1243  06ED  082A               	movf	___flmul@grs+1,w
  1244  06EE  00FA               	movwf	??___flmul+1
  1245  06EF  082B               	movf	___flmul@grs+2,w
  1246  06F0  00FB               	movwf	??___flmul+2
  1247  06F1  082C               	movf	___flmul@grs+3,w
  1248  06F2  00FC               	movwf	??___flmul+3
  1249  06F3  3018               	movlw	24
  1250  06F4                     u1725:
  1251  06F4  1003               	clrc
  1252  06F5  0CFC               	rrf	??___flmul+3,f
  1253  06F6  0CFB               	rrf	??___flmul+2,f
  1254  06F7  0CFA               	rrf	??___flmul+1,f
  1255  06F8  0CF9               	rrf	??___flmul,f
  1256  06F9                     u1720:
  1257  06F9  3EFF               	addlw	-1
  1258  06FA  1D03               	skipz
  1259  06FB  2EF4               	goto	u1725
  1260  06FC  0879               	movf	??___flmul,w
  1261  06FD  07AF               	addwf	___flmul@prod,f
  1262  06FE  087A               	movf	??___flmul+1,w
  1263  06FF  1103               	clrz
  1264  0700  1803               	skipnc
  1265  0701  3E01               	addlw	1
  1266  0702  1903               	skipnz
  1267  0703  2F05               	goto	u1731
  1268  0704  07B0               	addwf	___flmul@prod+1,f
  1269  0705                     u1731:
  1270  0705  087B               	movf	??___flmul+2,w
  1271  0706  1103               	clrz
  1272  0707  1803               	skipnc
  1273  0708  3E01               	addlw	1
  1274  0709  1903               	skipnz
  1275  070A  2F0C               	goto	u1732
  1276  070B  07B1               	addwf	___flmul@prod+2,f
  1277  070C                     u1732:
  1278  070C  087C               	movf	??___flmul+3,w
  1279  070D  1103               	clrz
  1280  070E  1803               	skipnc
  1281  070F  3E01               	addlw	1
  1282  0710  1903               	skipnz
  1283  0711  2F13               	goto	u1733
  1284  0712  07B2               	addwf	___flmul@prod+3,f
  1285  0713                     u1733:
  1286  0713                     l1362:
  1287  0713  3008               	movlw	8
  1288  0714  00F9               	movwf	??___flmul
  1289  0715                     u1745:
  1290  0715  1003               	clrc
  1291  0716  0DA9               	rlf	___flmul@grs,f
  1292  0717  0DAA               	rlf	___flmul@grs+1,f
  1293  0718  0DAB               	rlf	___flmul@grs+2,f
  1294  0719  0DAC               	rlf	___flmul@grs+3,f
  1295  071A  0BF9               	decfsz	??___flmul,f
  1296  071B  2F15               	goto	u1745
  1297  071C                     l1364:
  1298  071C  082E               	movf	___flmul@bexp,w
  1299  071D  072D               	addwf	___flmul@aexp,w
  1300  071E  00F9               	movwf	??___flmul
  1301  071F  01FA               	clrf	??___flmul+1
  1302  0720  0DFA               	rlf	??___flmul+1,f
  1303  0721  0879               	movf	??___flmul,w
  1304  0722  3E82               	addlw	130
  1305  0723  00B3               	movwf	___flmul@temp
  1306  0724  087A               	movf	??___flmul+1,w
  1307  0725  1803               	skipnc
  1308  0726  3E01               	addlw	1
  1309  0727  3EFF               	addlw	255
  1310  0728  00B4               	movwf	___flmul@temp+1
  1311  0729  2F47               	goto	l1376
  1312  072A                     l1366:
  1313  072A  3001               	movlw	1
  1314  072B  00F9               	movwf	??___flmul
  1315  072C                     u1755:
  1316  072C  1003               	clrc
  1317  072D  0DAF               	rlf	___flmul@prod,f
  1318  072E  0DB0               	rlf	___flmul@prod+1,f
  1319  072F  0DB1               	rlf	___flmul@prod+2,f
  1320  0730  0DB2               	rlf	___flmul@prod+3,f
  1321  0731  0BF9               	decfsz	??___flmul,f
  1322  0732  2F2C               	goto	u1755
  1323  0733                     l1368:
  1324  0733  1FAC               	btfss	___flmul@grs+3,7
  1325  0734  2F36               	goto	u1761
  1326  0735  2F37               	goto	u1760
  1327  0736                     u1761:
  1328  0736  2F38               	goto	l1372
  1329  0737                     u1760:
  1330  0737                     l1370:
  1331  0737  142F               	bsf	___flmul@prod,0
  1332  0738                     l1372:
  1333  0738  3001               	movlw	1
  1334  0739  00F9               	movwf	??___flmul
  1335  073A                     u1775:
  1336  073A  1003               	clrc
  1337  073B  0DA9               	rlf	___flmul@grs,f
  1338  073C  0DAA               	rlf	___flmul@grs+1,f
  1339  073D  0DAB               	rlf	___flmul@grs+2,f
  1340  073E  0DAC               	rlf	___flmul@grs+3,f
  1341  073F  0BF9               	decfsz	??___flmul,f
  1342  0740  2F3A               	goto	u1775
  1343  0741                     l1374:
  1344  0741  30FF               	movlw	255
  1345  0742  07B3               	addwf	___flmul@temp,f
  1346  0743  1803               	skipnc
  1347  0744  0AB4               	incf	___flmul@temp+1,f
  1348  0745  30FF               	movlw	255
  1349  0746  07B4               	addwf	___flmul@temp+1,f
  1350  0747                     l1376:
  1351  0747  1FB1               	btfss	___flmul@prod+2,7
  1352  0748  2F4A               	goto	u1781
  1353  0749  2F4B               	goto	u1780
  1354  074A                     u1781:
  1355  074A  2F2A               	goto	l1366
  1356  074B                     u1780:
  1357  074B                     l1378:
  1358  074B  01AD               	clrf	___flmul@aexp
  1359  074C                     l1380:
  1360  074C  1FAC               	btfss	___flmul@grs+3,7
  1361  074D  2F4F               	goto	u1791
  1362  074E  2F50               	goto	u1790
  1363  074F                     u1791:
  1364  074F  2F6C               	goto	l1388
  1365  0750                     u1790:
  1366  0750                     l1382:
  1367  0750  30FF               	movlw	255
  1368  0751  0529               	andwf	___flmul@grs,w
  1369  0752  00F9               	movwf	??___flmul
  1370  0753  30FF               	movlw	255
  1371  0754  052A               	andwf	___flmul@grs+1,w
  1372  0755  00FA               	movwf	??___flmul+1
  1373  0756  30FF               	movlw	255
